CATEGORIA,puesto,salario,n_salarios,salario_min,salario_max
administracion-y-oficina,Cajeros/as banco,$ 1.785.761/mes,238 salarios,$ 1.020.450,$ 2.000.000
administracion-y-oficina,Psicólogo reclutador,$ 1.784.838/mes,96 salarios,$ 1.000.000,$ 3.000.000
administracion-y-oficina,Gerente de restaurante,$ 1.782.599/mes,271 salarios,$ 1.041.000,$ 3.000.000
administracion-y-oficina,Asistente personal,$ 1.782.048/mes,81 salarios,$ 1.000.000,$ 4.000.000
administracion-y-oficina,Asistente/a de auditoría,$ 1.779.635/mes,380 salarios,$ 1.000.000,$ 2.700.000
administracion-y-oficina,Representante de servicio al cliente,$ 1.770.630/mes,465 salarios,$ 1.000.000,$ 4.500.000
administracion-y-oficina,Proveedores,$ 1.767.538/mes,209 salarios,$ 1.000.000,$ 4.327.975
administracion-y-oficina,Analista de calidad,$ 1.766.400/mes,10.564 salarios,$ 1.000.000,$ 3.900.000
administracion-y-oficina,Asistente de proyectos,$ 1.759.523/mes,270 salarios,$ 1.000.000,$ 3.500.000
administracion-y-oficina,Asesor en prevención de riesgos,$ 1.759.020/mes,9 salarios,$ 1.300.000,$ 2.424.785
administracion-y-oficina,Auditores inventarios,$ 1.758.667/mes,6 salarios,$ 1.788.000,$ 1.788.000
administracion-y-oficina,Analista ingresos,$ 1.758.602/mes,185 salarios,$ 1.000.000,$ 2.500.000
administracion-y-oficina,Supervisor de planta,$ 1.751.663/mes,699 salarios,$ 1.000.000,$ 2.800.000
administracion-y-oficina,Química,$ 1.751.489/mes,107 salarios,$ 1.000.000,$ 2.300.000
administracion-y-oficina,Supervisora de tienda,$ 1.750.087/mes,23 salarios,$ 1.150.000,$ 2.600.000
administracion-y-oficina,Administrador de restaurante,$ 1.749.889/mes,1.050 salarios,$ 1.000.000,$ 3.100.000
administracion-y-oficina,Gerente de personal,$ 1.748.679/mes,74 salarios,$ 1.000.000,$ 2.000.000
administracion-y-oficina,Asesor/a empresarial,$ 1.740.816/mes,803 salarios,$ 1.000.000,$ 3.559.900
administracion-y-oficina,Asesor seguridad,$ 1.739.554/mes,254 salarios,$ 1.000.000,$ 3.917.300
administracion-y-oficina,Auditor jurídico,$ 1.737.931/mes,29 salarios,$ 1.600.000,$ 2.400.000
administracion-y-oficina,Supervisor/a operativo,$ 1.737.858/mes,560 salarios,$ 1.000.000,$ 4.500.000
administracion-y-oficina,Constructoras,$ 1.730.984/mes,833 salarios,$ 1.000.000,$ 4.184.000
administracion-y-oficina,Supervisor de cobranzas,$ 1.729.665/mes,101 salarios,$ 1.100.000,$ 2.500.000
administracion-y-oficina,Ejecutor/a,$ 1.728.718/mes,48 salarios,$ 1.000.000,$ 3.000.000
administracion-y-oficina,Secretaria bilingüe,$ 1.727.606/mes,124 salarios,$ 1.000.000,$ 3.200.000
administracion-y-oficina,Comerciales mantenimiento,$ 1.724.460/mes,99 salarios,$ 1.000.000,$ 3.500.000
administracion-y-oficina,Asistente/a financiero,$ 1.717.950/mes,317 salarios,$ 1.000.000,$ 3.500.000
administracion-y-oficina,Supervisor administrativo,$ 1.716.422/mes,113 salarios,$ 1.000.000,$ 3.664.800
administracion-y-oficina,Recepcionista bilingüe,$ 1.712.328/mes,1.984 salarios,$ 1.000.000,$ 2.900.000
administracion-y-oficina,Administrativa,$ 1.706.750/mes,1.628 salarios,$ 1.000.000,$ 3.947.345
administracion-y-oficina,Corrector/a,$ 1.704.769/mes,61 salarios,$ 1.000.000,$ 2.750.000
administracion-y-oficina,Supervisores de caja,$ 1.700.000/mes,7 salarios,$ 1.700.000,$ 1.700.000
administracion-y-oficina,Talleristas,$ 1.700.000/mes,14 salarios,$ 1.700.000,$ 1.700.000
administracion-y-oficina,Analista de recursos humanos,$ 1.697.944/mes,837 salarios,$ 1.000.000,$ 2.900.000
administracion-y-oficina,Formador,$ 1.696.359/mes,408 salarios,$ 1.000.000,$ 4.270.500
administracion-y-oficina,Paramédico/a,$ 1.695.217/mes,427 salarios,$ 1.000.000,$ 4.000.000
administracion-y-oficina,Supervisor/a administrativo,$ 1.690.730/mes,267 salarios,$ 1.000.000,$ 3.105.000
administracion-y-oficina,Analista de seguridad social,$ 1.686.161/mes,458 salarios,$ 1.000.000,$ 3.100.000
administracion-y-oficina,Ejecutivos/as de negocios,$ 1.685.722/mes,18 salarios,$ 1.000.000,$ 2.200.000
administracion-y-oficina,Analista de sistema,$ 1.684.430/mes,95 salarios,$ 1.000.000,$ 2.828.550
administracion-y-oficina,Administradores/as de tienda,$ 1.682.795/mes,40 salarios,$ 1.160.000,$ 2.400.000
administracion-y-oficina,Comerciales financieros,$ 1.682.306/mes,1.145 salarios,$ 1.000.000,$ 4.000.000
administracion-y-oficina,Analista de cartera,$ 1.681.092/mes,4.392 salarios,$ 1.000.000,$ 2.900.000
administracion-y-oficina,Supervisor de calidad,$ 1.680.876/mes,514 salarios,$ 1.000.000,$ 2.800.000
administracion-y-oficina,Asistente/a de eventos,$ 1.679.880/mes,65 salarios,$ 1.000.000,$ 3.000.000
administracion-y-oficina,Supervisor de seguridad,$ 1.678.445/mes,759 salarios,$ 1.000.000,$ 2.900.000
administracion-y-oficina,Inspector/a de seguridad,$ 1.675.707/mes,1.412 salarios,$ 1.000.000,$ 3.277.424
administracion-y-oficina,Coordinadoras de rrhh,$ 1.675.000/mes,12 salarios,$ 1.100.000,$ 2.000.000
administracion-y-oficina,Analista de inventarios,$ 1.673.675/mes,5.406 salarios,$ 1.000.000,$ 3.500.000
administracion-y-oficina,Administrador comercial,$ 1.672.309/mes,1.818 salarios,$ 1.000.000,$ 3.002.900
administracion-y-oficina,Validación,$ 1.668.388/mes,170 salarios,$ 1.000.000,$ 3.200.000
administracion-y-oficina,Asistente/a de negocios,$ 1.668.095/mes,224 salarios,$ 1.000.000,$ 2.799.084
administracion-y-oficina,Financiero,$ 1.663.404/mes,33 salarios,$ 1.114.344,$ 2.557.984
administracion-y-oficina,Consultora comercial,$ 1.659.872/mes,43 salarios,$ 1.000.000,$ 3.000.000
administracion-y-oficina,Analistas de selección,$ 1.659.124/mes,45 salarios,$ 1.000.000,$ 2.900.000
administracion-y-oficina,Administradora de empresas,$ 1.654.316/mes,184 salarios,$ 1.000.000,$ 3.150.000
administracion-y-oficina,Administradores/as ventas,$ 1.648.539/mes,418 salarios,$ 1.000.000,$ 2.835.000
administracion-y-oficina,Seguridad ocupacional,$ 1.646.166/mes,520 salarios,$ 1.000.000,$ 3.000.000
administracion-y-oficina,Diseñador 3d,$ 1.640.455/mes,50 salarios,$ 1.000.000,$ 3.230.000
administracion-y-oficina,Administrativa contable,$ 1.639.349/mes,194 salarios,$ 1.000.000,$ 3.084.716
administracion-y-oficina,Asistente de comercio exterior,$ 1.638.478/mes,386 salarios,$ 1.000.000,$ 3.500.000
administracion-y-oficina,Oficinista,$ 1.637.835/mes,156 salarios,$ 1.000.000,$ 2.320.100
administracion-y-oficina,Asistente contabilidad,$ 1.637.150/mes,146 salarios,$ 1.000.000,$ 2.500.000
administracion-y-oficina,Asistente/a de recepción,$ 1.635.149/mes,57 salarios,$ 1.000.000,$ 4.000.000
administracion-y-oficina,Asistente/a administrativo,$ 1.628.852/mes,3.709 salarios,$ 1.000.000,$ 4.500.000
administracion-y-oficina,Evaluador/a,$ 1.627.157/mes,51 salarios,$ 1.100.000,$ 2.500.000
administracion-y-oficina,Analista de tráfico,$ 1.627.123/mes,496 salarios,$ 1.000.000,$ 3.500.000
administracion-y-oficina,Documentador/a,$ 1.622.770/mes,213 salarios,$ 1.000.000,$ 3.000.000
administracion-y-oficina,Dibujante,$ 1.611.860/mes,705 salarios,$ 1.000.000,$ 3.200.000
administracion-y-oficina,Administrativo operaciones,$ 1.605.605/mes,382 salarios,$ 1.000.000,$ 3.600.000
administracion-y-oficina,Tecnologo,$ 1.604.061/mes,14.906 salarios,$ 1.000.000,$ 4.250.000
administracion-y-oficina,SISO,$ 1.601.440/mes,772 salarios,$ 1.000.000,$ 3.500.000
administracion-y-oficina,Analista de crédito y cobranza,$ 1.598.962/mes,30 salarios,$ 1.000.000,$ 1.800.000
administracion-y-oficina,Analista de servicio al cliente,$ 1.596.543/mes,1.023 salarios,$ 1.000.000,$ 2.841.266
administracion-y-oficina,Supervisor de personal,$ 1.594.847/mes,90 salarios,$ 1.000.000,$ 2.580.000
administracion-y-oficina,Operador/a de sistemas,$ 1.590.314/mes,116 salarios,$ 1.000.000,$ 2.564.000
administracion-y-oficina,Técnico/a de campo,$ 1.589.527/mes,365 salarios,$ 1.000.000,$ 3.500.000
administracion-y-oficina,Médicas de urgencias,$ 1.586.286/mes,14 salarios,$ 1.100.000,$ 1.758.000
administracion-y-oficina,Telemarketer,$ 1.585.108/mes,53 salarios,$ 1.000.000,$ 3.000.000
administracion-y-oficina,Asistente de costos,$ 1.584.168/mes,167 salarios,$ 1.000.000,$ 2.400.000
administracion-y-oficina,Supervisor/a técnico,$ 1.582.420/mes,781 salarios,$ 1.000.000,$ 2.800.000
administracion-y-oficina,Contable y administrativo,$ 1.580.189/mes,2.384 salarios,$ 1.000.000,$ 3.215.850
administracion-y-oficina,Técnicos/as analistas,$ 1.578.095/mes,157 salarios,$ 1.000.000,$ 3.100.000
administracion-y-oficina,Asistente de tesorería,$ 1.577.187/mes,592 salarios,$ 1.000.000,$ 2.568.000
administracion-y-oficina,Secretaria de gerencia,$ 1.573.671/mes,273 salarios,$ 1.000.000,$ 2.700.000
administracion-y-oficina,Asistente jurídico,$ 1.561.999/mes,411 salarios,$ 1.000.000,$ 2.866.895
administracion-y-oficina,Asistente/a de compras,$ 1.560.829/mes,716 salarios,$ 1.000.000,$ 2.828.000
administracion-y-oficina,Diseño gráfico,$ 1.556.670/mes,1.440 salarios,$ 1.000.000,$ 3.200.000
administracion-y-oficina,Administradora,$ 1.554.000/mes,1.311 salarios,$ 1.000.000,$ 3.350.000
administracion-y-oficina,Asistente/a de ingeniería,$ 1.552.042/mes,178 salarios,$ 1.000.000,$ 2.360.965
administracion-y-oficina,Administrativo/a,$ 1.551.166/mes,8.720 salarios,$ 1.000.000,$ 4.000.000
administracion-y-oficina,Metrólogo,$ 1.546.547/mes,198 salarios,$ 1.000.000,$ 2.700.000
administracion-y-oficina,Inspector calidad,$ 1.545.644/mes,115 salarios,$ 1.000.000,$ 2.700.000
administracion-y-oficina,Auxiliar de auditor,$ 1.540.646/mes,59 salarios,$ 1.000.000,$ 2.500.000
administracion-y-oficina,Técnico analista,$ 1.540.190/mes,755 salarios,$ 1.000.000,$ 2.500.000
administracion-y-oficina,Asesor de crédito,$ 1.540.105/mes,203 salarios,$ 1.000.000,$ 2.271.000
administracion-y-oficina,Subadministrador/a,$ 1.535.109/mes,299 salarios,$ 1.000.000,$ 2.200.000
administracion-y-oficina,Asesor de negocios,$ 1.528.571/mes,132 salarios,$ 1.000.000,$ 2.500.000
administracion-y-oficina,Estudiantes,$ 1.525.041/mes,6.112 salarios,$ 1.000.000,$ 3.000.000
administracion-y-oficina,Jefes/as de cocina,$ 1.524.843/mes,7 salarios,$ 1.300.000,$ 1.600.000
administracion-y-oficina,Asistente de oficina,$ 1.524.304/mes,54 salarios,$ 1.000.000,$ 2.800.000
administracion-y-oficina,Supervisores/as operativos,$ 1.524.147/mes,10 salarios,$ 1.343.000,$ 2.000.000
administracion-y-oficina,Oficiales de obra,$ 1.522.443/mes,396 salarios,$ 1.000.000,$ 2.500.000
administracion-y-oficina,Administrador de tienda,$ 1.521.446/mes,1.442 salarios,$ 1.000.000,$ 2.700.000
administracion-y-oficina,Asesores seguridad,$ 1.517.745/mes,64 salarios,$ 1.000.000,$ 1.600.000
administracion-y-oficina,Asistente de nómina,$ 1.516.527/mes,839 salarios,$ 1.000.000,$ 2.160.000
administracion-y-oficina,Administradora comercial,$ 1.515.732/mes,303 salarios,$ 1.000.000,$ 3.300.000
administracion-y-oficina,Auditor de calidad,$ 1.508.515/mes,582 salarios,$ 1.000.000,$ 3.200.000
administracion-y-oficina,Cajero banco,$ 1.496.835/mes,673 salarios,$ 1.000.000,$ 3.000.000
administracion-y-oficina,Asistente de cartera,$ 1.495.281/mes,871 salarios,$ 1.000.000,$ 2.300.000
administracion-y-oficina,Asistente jurídica,$ 1.494.342/mes,43 salarios,$ 1.000.000,$ 2.700.000
administracion-y-oficina,Administrativas de bodega,$ 1.492.168/mes,37 salarios,$ 1.000.000,$ 2.000.000
administracion-y-oficina,Asistente de licitaciones,$ 1.489.915/mes,162 salarios,$ 1.000.000,$ 2.500.000
administracion-y-oficina,Estudiante de contabilidad,$ 1.488.692/mes,466 salarios,$ 1.000.000,$ 2.756.000
administracion-y-oficina,Asistente/a de cartera,$ 1.488.079/mes,455 salarios,$ 1.000.000,$ 2.000.000
administracion-y-oficina,Administrativos generales,$ 1.484.500/mes,6 salarios,$ 1.407.000,$ 1.500.000
administracion-y-oficina,Auxiliar fiscal,$ 1.482.277/mes,25 salarios,$ 1.023.000,$ 2.600.000
administracion-y-oficina,Asistente/a de seguridad,$ 1.481.992/mes,825 salarios,$ 1.000.000,$ 2.900.000
administracion-y-oficina,Asistente de operaciones,$ 1.481.915/mes,626 salarios,$ 1.000.000,$ 3.000.000
administracion-y-oficina,Asistentes de facturación,$ 1.481.045/mes,22 salarios,$ 1.010.000,$ 2.200.000
administracion-y-oficina,Contable tesorería,$ 1.480.878/mes,78 salarios,$ 1.000.000,$ 2.090.900
administracion-y-oficina,Asistente de producción,$ 1.480.217/mes,1.563 salarios,$ 1.000.000,$ 3.004.000
administracion-y-oficina,Oficinistas,$ 1.477.900/mes,4 salarios,$ 1.477.900,$ 1.477.900
administracion-y-oficina,Administrativa facturación,$ 1.473.361/mes,143 salarios,$ 1.000.000,$ 2.000.000
administracion-y-oficina,Administradora de tienda,$ 1.472.954/mes,383 salarios,$ 1.000.000,$ 2.200.000
administracion-y-oficina,Secretaria ejecutiva,$ 1.472.862/mes,74 salarios,$ 1.000.000,$ 2.837.165
administracion-y-oficina,Delineante de arquitectura,$ 1.471.316/mes,236 salarios,$ 1.000.000,$ 2.000.000
administracion-y-oficina,Asistentes contables,$ 1.464.695/mes,41 salarios,$ 1.000.000,$ 2.400.000
administracion-y-oficina,Auditor externo,$ 1.464.231/mes,52 salarios,$ 1.000.000,$ 1.600.000
administracion-y-oficina,Cobrador mensajero,$ 1.463.864/mes,158 salarios,$ 1.000.000,$ 2.800.000
administracion-y-oficina,Auxiliar cuentas por pagar,$ 1.461.788/mes,464 salarios,$ 1.000.000,$ 2.699.998
administracion-y-oficina,Asistente gerencia,$ 1.461.111/mes,36 salarios,$ 1.000.000,$ 1.800.000
administracion-y-oficina,Bibliotecario/a,$ 1.458.353/mes,35 salarios,$ 1.000.000,$ 2.350.000
administracion-y-oficina,Auxiliar administrativo contable,$ 1.454.681/mes,1.771 salarios,$ 1.000.000,$ 2.846.000
administracion-y-oficina,Auxiliar de educación,$ 1.454.270/mes,50 salarios,$ 1.000.000,$ 2.500.000
administracion-y-oficina,Administrativo seguros,$ 1.453.419/mes,38 salarios,$ 1.000.000,$ 2.436.330
administracion-y-oficina,Tecnólogo en salud ocupacional,$ 1.449.567/mes,345 salarios,$ 1.000.000,$ 2.436.000
administracion-y-oficina,Asistente de informática,$ 1.448.344/mes,19 salarios,$ 1.200.000,$ 1.685.000
administracion-y-oficina,Cajeros banco,$ 1.446.666/mes,13 salarios,$ 1.140.000,$ 1.834.000
administracion-y-oficina,Asistente administrativo,$ 1.442.852/mes,4.063 salarios,$ 1.000.000,$ 2.850.000
administracion-y-oficina,Auditora inventarios,$ 1.441.667/mes,12 salarios,$ 1.100.000,$ 1.500.000
administracion-y-oficina,Asistente académica,$ 1.440.284/mes,110 salarios,$ 1.000.000,$ 2.000.000
administracion-y-oficina,Tecnólogos en salud ocupacional,$ 1.438.462/mes,13 salarios,$ 1.200.000,$ 1.600.000
administracion-y-oficina,Motorizados,$ 1.437.277/mes,272 salarios,$ 1.000.000,$ 2.600.000
administracion-y-oficina,Auxiliar contable y administrativo,$ 1.433.669/mes,1.543 salarios,$ 1.000.000,$ 2.200.000
administracion-y-oficina,Analistas de reclutamiento,$ 1.433.249/mes,32 salarios,$ 1.100.000,$ 2.400.000
administracion-y-oficina,Encargado/a de seguridad,$ 1.430.769/mes,13 salarios,$ 1.000.000,$ 1.800.000
administracion-y-oficina,Recaudador/a,$ 1.426.008/mes,773 salarios,$ 1.000.000,$ 2.300.000
administracion-y-oficina,Auxiliar en contabilidad,$ 1.423.270/mes,1.384 salarios,$ 1.000.000,$ 2.200.000
administracion-y-oficina,Gestor de ventas,$ 1.422.514/mes,163 salarios,$ 1.000.000,$ 2.050.000
administracion-y-oficina,Radioperador/a,$ 1.422.460/mes,359 salarios,$ 1.000.000,$ 2.300.000
administracion-y-oficina,Asistente de gerencia comercial,$ 1.421.142/mes,108 salarios,$ 1.000.000,$ 2.200.000
administracion-y-oficina,Secretaria de dirección,$ 1.420.833/mes,12 salarios,$ 1.200.000,$ 1.500.000
administracion-y-oficina,Asesor/a financiero,$ 1.420.563/mes,3.281 salarios,$ 1.000.000,$ 2.690.000
administracion-y-oficina,Administrativa operaciones,$ 1.420.378/mes,71 salarios,$ 1.000.000,$ 3.000.000
administracion-y-oficina,Cobranza,$ 1.419.408/mes,495 salarios,$ 1.000.000,$ 2.630.250
administracion-y-oficina,Técnico seguridad,$ 1.416.001/mes,1.183 salarios,$ 1.000.000,$ 3.080.000
administracion-y-oficina,Estudiantes de contabilidad,$ 1.414.721/mes,251 salarios,$ 1.000.000,$ 2.100.000
administracion-y-oficina,Supervisores/as administrativos,$ 1.414.286/mes,7 salarios,$ 1.200.000,$ 1.500.000
administracion-y-oficina,Encargado/a de almacén,$ 1.414.111/mes,22 salarios,$ 1.100.000,$ 2.000.000
administracion-y-oficina,Asistente de inventarios,$ 1.413.346/mes,269 salarios,$ 1.000.000,$ 2.945.000
administracion-y-oficina,Tramitador/a,$ 1.410.291/mes,369 salarios,$ 1.000.000,$ 2.220.000
administracion-y-oficina,Administrativas de personal,$ 1.403.914/mes,60 salarios,$ 1.000.000,$ 2.000.000
administracion-y-oficina,Promotor/a de crédito,$ 1.401.810/mes,195 salarios,$ 1.000.000,$ 3.000.000
administracion-y-oficina,Asistentes,$ 1.401.136/mes,68 salarios,$ 1.000.000,$ 2.200.000
administracion-y-oficina,Aduanero,$ 1.400.000/mes,8 salarios,$ 1.300.000,$ 1.450.000
administracion-y-oficina,Asistente de gestión humana,$ 1.399.631/mes,854 salarios,$ 1.000.000,$ 1.946.000
administracion-y-oficina,Operador técnico,$ 1.396.325/mes,36 salarios,$ 1.036.000,$ 2.200.000
administracion-y-oficina,Encargado/a de ventas,$ 1.396.188/mes,238 salarios,$ 1.000.000,$ 2.000.000
administracion-y-oficina,Asistente comercial,$ 1.389.795/mes,5.732 salarios,$ 1.000.000,$ 2.200.000
administracion-y-oficina,Asesor externo,$ 1.388.281/mes,755 salarios,$ 1.000.000,$ 3.000.000
administracion-y-oficina,Asistente de archivo,$ 1.388.010/mes,42 salarios,$ 1.000.000,$ 1.980.081
administracion-y-oficina,Direccionador,$ 1.387.500/mes,6 salarios,$ 1.200.000,$ 1.425.000
administracion-y-oficina,Auxiliar de mantenimiento,$ 1.386.313/mes,16.032 salarios,$ 1.000.000,$ 2.062.000
administracion-y-oficina,Asistente académico,$ 1.386.243/mes,77 salarios,$ 1.000.000,$ 2.025.000
administracion-y-oficina,Auxiliar de biblioteca,$ 1.385.852/mes,177 salarios,$ 1.000.000,$ 2.936.190
administracion-y-oficina,Cajera recepcionista,$ 1.384.378/mes,38 salarios,$ 1.000.000,$ 1.800.000
administracion-y-oficina,Asistente administrativa,$ 1.383.102/mes,6.245 salarios,$ 1.000.000,$ 2.200.000
administracion-y-oficina,Direccionador/a,$ 1.380.549/mes,157 salarios,$ 1.000.000,$ 2.114.569
administracion-y-oficina,Auxiliar contable,$ 1.378.410/mes,43.328 salarios,$ 1.000.000,$ 1.950.000
administracion-y-oficina,Auxiliar de reclutamiento,$ 1.378.018/mes,796 salarios,$ 1.000.000,$ 2.500.000
administracion-y-oficina,Asistente/a de archivo,$ 1.377.110/mes,68 salarios,$ 1.000.000,$ 2.000.000
administracion-y-oficina,Administrativo/a de personal,$ 1.372.700/mes,688 salarios,$ 1.000.000,$ 1.650.000
administracion-y-oficina,Asistente/a de licitaciones,$ 1.372.416/mes,176 salarios,$ 1.000.000,$ 1.800.000
administracion-y-oficina,Administrativa comercial,$ 1.372.400/mes,810 salarios,$ 1.000.000,$ 3.000.000
administracion-y-oficina,Administrativas contables,$ 1.371.660/mes,276 salarios,$ 1.000.000,$ 2.200.000
administracion-y-oficina,Asistente/a de servicios,$ 1.370.480/mes,1.473 salarios,$ 1.000.000,$ 2.200.000
administracion-y-oficina,Archivo,$ 1.369.255/mes,330 salarios,$ 1.000.000,$ 2.819.000
administracion-y-oficina,Mecatrónicas,$ 1.368.551/mes,163 salarios,$ 1.000.000,$ 2.000.000
administracion-y-oficina,Asistente/a de facturación,$ 1.365.469/mes,922 salarios,$ 1.000.000,$ 2.100.002
administracion-y-oficina,Asistente Administrativa y Contable,$ 1.365.389/mes,489 salarios,$ 1.000.000,$ 1.948.800
administracion-y-oficina,Auxiliar de cobranza,$ 1.365.098/mes,595 salarios,$ 1.000.000,$ 2.567.000
administracion-y-oficina,Asesor comercial bancario,$ 1.360.327/mes,901 salarios,$ 1.000.000,$ 2.225.500
administracion-y-oficina,Asesor/a técnico,$ 1.359.329/mes,1.105 salarios,$ 1.000.000,$ 2.300.000
administracion-y-oficina,Comerciales seguridad,$ 1.346.810/mes,42 salarios,$ 1.000.000,$ 1.900.000
administracion-y-oficina,Administrativos/as,$ 1.345.807/mes,434 salarios,$ 1.000.000,$ 2.340.000
administracion-y-oficina,Auxiliar de licitaciones,$ 1.342.182/mes,348 salarios,$ 1.000.000,$ 1.928.000
administracion-y-oficina,Asistente administrativo contable,$ 1.341.754/mes,124 salarios,$ 1.000.000,$ 1.900.000
administracion-y-oficina,Bombero/a,$ 1.341.050/mes,91 salarios,$ 1.000.000,$ 2.250.000
administracion-y-oficina,Domiciliarios/as,$ 1.339.830/mes,1.225 salarios,$ 1.000.000,$ 2.000.000
administracion-y-oficina,Recepcionista de hotel,$ 1.335.951/mes,93 salarios,$ 1.000.000,$ 1.800.000
administracion-y-oficina,Ventas,$ 1.334.677/mes,5.007 salarios,$ 1.000.000,$ 2.030.000
administracion-y-oficina,Encargada de tienda,$ 1.330.610/mes,67 salarios,$ 1.000.000,$ 1.700.000
