Pais,Codigo ISO pais,Departamento/Estado,Ciudad_Migrada,Oficina de registro,Grupo edad,Edades,Area Conocimiento,Sub Area Conocimiento,Nivel Academico,Estado civil,Genero,Etnia de la persona,Estatura CM,Pais de Nacimiento,Departamento/Estado.1,Ciudad_Origen,x inicial,y inicial,Fecha de Registro,Cantidad de personas,concat,COMPARATIVO,Coordenada X,Coordenada Y,Mes_Año,Año
ESTADOS UNIDOS,USA,UTAH,UTAH,C. SAN FRANCISCO,ADULTO JOVEN,27,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,OTRO,-1,COLOMBIA,SANTANDER,BARRANCABERMEJA,3.709.024,-95.712.891,2023-10-01,1,COLOMBIASANTANDERBARRANCABERMEJA,COLOMBIA,7.0673313,-73.8525627,10-2023,2023
AUSTRALIA,AUS,NEW SOUTH WALES,SYDNEY,C. SYDNEY,ADULTO,35,CIENCIAS DE LA EDUCACION,EDUCACION,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,GIRARDOT,-25.274.398,133.775.136,2024-09-01,1,COLOMBIACUNDINAMARCAGIRARDOT,COLOMBIA,4.3046383,-74.8030739,09-2024,2024
ESTADOS UNIDOS,USA,NEW YORK,BRONX,C. NUEVA YORK,ADULTO,54,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,ANTIOQUIA,CARMEN DE VIBORAL,3.709.024,-95.712.891,2023-08-01,1,COLOMBIAANTIOQUIACARMEN DE VIBORAL,COLOMBIA,6.0833063,-75.3353501,08-2023,2023
AUSTRALIA,AUS,NEW SOUTH WALES,SYDNEY,C. SYDNEY,ADULTO,33,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,PREGRADO - TECNOLOGICO,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,ANTIOQUIA,MEDELLIN,-25.274.398,133.775.136,2024-09-01,1,COLOMBIAANTIOQUIAMEDELLIN,COLOMBIA,6.2697325,-75.6025597,09-2024,2024
ESTADOS UNIDOS,USA,TEXAS,HOUSTON,C. HOUSTON,ADULTO,34,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-08-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,08-2022,2022
ESTADOS UNIDOS,USA,FLORIDA,TAMPA,C. ORLANDO,ADULTO JOVEN,22,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,GIRARDOT,3.709.024,-95.712.891,2021-01-01,1,COLOMBIACUNDINAMARCAGIRARDOT,COLOMBIA,4.3046383,-74.8030739,01-2021,2021
ESTADOS UNIDOS,USA,FLORIDA,JACKSONVILLE,C. ORLANDO,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2023-06-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,06-2023,2023
ESTADOS UNIDOS,USA,TEXAS,NEW BRAUNFELS,C. HOUSTON,ADULTO,56,"INGENIERIA, ARQUITECTURA Y AFINES",OTRAS INGENIERIAS,PREGRADO - TECNICO PROFESIONAL,UNION_LIBRE,MASCULINO,NINGUNA,-1,COLOMBIA,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,3.709.024,-95.712.891,2023-06-01,1,COLOMBIAMAGDALENASAN SEBASTIAN DE BUENAVISTA,COLOMBIA,9.2397583,-74.3515536,06-2023,2023
ESTADOS UNIDOS,USA,DISTRICT OF COLUMBIA,WASHINGTON CITY,C. WASHINGTON,ADULTO,41,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,NO INDICA,CASADO,FEMENINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-02-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,02-2022,2022
AUSTRALIA,AUS,NEW SOUTH WALES,STANMORE,C. SYDNEY,ADULTO,29,"INGENIERIA, ARQUITECTURA Y AFINES","INGENIERIA EN SISTEMAS, TELEMATICAY AFINES",PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,ARAUCA,SARAVENA,-25.274.398,133.775.136,2023-10-01,1,COLOMBIAARAUCASARAVENA,COLOMBIA,6.9068188,-71.8361335,10-2023,2023
ESTADOS UNIDOS,USA,NORTH CAROLINA,RALEIGH,C. ATLANTA,ADULTO,48,CIENCIAS DE LA SALUD,ENFERMERIA,PREGRADO - PROFESIONAL,CASADO,FEMENINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,PALMIRA,3.709.024,-95.712.891,2023-10-01,1,COLOMBIAVALLE DEL CAUCAPALMIRA,COLOMBIA,3.5308373,-76.2988048,10-2023,2023
ESTADOS UNIDOS,USA,NEW YORK,MANHATTAN,C. NUEVA YORK,ADULTO,38,NINGUNA,NINGUNA,NO INDICA,UNION_LIBRE,FEMENINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-08-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,08-2022,2022
ESTADOS UNIDOS,USA,GEORGIA,ATLANTA,C. ATLANTA,ADULTO JOVEN,21,"INGENIERIA, ARQUITECTURA Y AFINES",INGENIERIA INDUSTRIAL Y AFINES,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,COLOMBIA,CORDOBA,MONTERIA,3.709.024,-95.712.891,2022-02-01,1,COLOMBIACORDOBAMONTERIA,COLOMBIA,8.6046053,-75.9783203,02-2022,2022
ESTADOS UNIDOS,USA,TEXAS,KATY,C. HOUSTON,ADULTO,49,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,NO INDICA,CASADO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-05-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,05-2022,2022
ESTADOS UNIDOS,USA,FLORIDA,"ORLANDO, ORANGE COUNTY",C. MIAMI,ADULTO,42,BELLAS ARTES,DISEÑO,PREGRADO - TECNICO PROFESIONAL,CASADO,FEMENINO,OTRO,-1,COLOMBIA,ANTIOQUIA,MEDELLIN,3.709.024,-95.712.891,2024-03-01,1,COLOMBIAANTIOQUIAMEDELLIN,COLOMBIA,6.2697325,-75.6025597,03-2024,2024
ESTADOS UNIDOS,USA,NEW YORK,JACKSON HEIGHTS,C. NUEVA YORK,ADULTO,59,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,RISARALDA,PEREIRA,3.709.024,-95.712.891,2021-11-01,1,COLOMBIARISARALDAPEREIRA,COLOMBIA,4.7854606,-75.788322,11-2021,2021
AUSTRALIA,AUS,VICTORIA,VICTORIA,C. CANBERRA,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,MASCULINO,NINGUNA,-1,COLOMBIA,NORTE DE SANTANDER,CUCUTA,-25.274.398,133.775.136,2024-09-01,1,COLOMBIANORTE DE SANTANDERCUCUTA,COLOMBIA,8.0776187,-72.4689002,09-2024,2024
ESTADOS UNIDOS,USA,ILLINOIS,CHICAGO,C. CHICAGO,ADULTO MAYOR,70,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2024-05-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,05-2024,2024
ESTADOS UNIDOS,USA,NEW YORK,BROOKLYN,C. NUEVA YORK,ADULTO JOVEN,25,CIENCIAS SOCIALES Y HUMANAS,"PERIODISMO, COMUNICACIONSOCIAL Y AFINES",PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2023-07-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,07-2023,2023
ESTADOS UNIDOS,USA,TEXAS,HOUSTON,C. HOUSTON,ADULTO,48,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2024-03-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,03-2024,2024
ESTADOS UNIDOS,USA,MASSACHUSETTS,WESTMINSTER,C. BOSTON,ADULTO MAYOR,63,NINGUNA,NINGUNA,PRIMARIA,CASADO,MASCULINO,OTRO,-1,COLOMBIA,ANTIOQUIA,ENVIGADO,3.709.024,-95.712.891,2023-09-01,1,COLOMBIAANTIOQUIAENVIGADO,COLOMBIA,6.1701348,-75.587415,09-2023,2023
ESTADOS UNIDOS,USA,NEW YORK,BRONX,C. NUEVA YORK,ADULTO,35,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,VILLETA,3.709.024,-95.712.891,2024-05-01,1,COLOMBIACUNDINAMARCAVILLETA,COLOMBIA,5.0112575,-74.4702304,05-2024,2024
ESTADOS UNIDOS,USA,NEW YORK,ASTORIA,C. NUEVA YORK,ADULTO,40,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,BOLIVAR,CARTAGENA,3.709.024,-95.712.891,2022-06-01,1,COLOMBIABOLIVARCARTAGENA,COLOMBIA,10.4265566,-75.5441671,06-2022,2022
ESTADOS UNIDOS,USA,TEXAS,AUSTIN,C. HOUSTON,ADULTO,41,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ECONOMIA,POSTGRADO - ESPECIALIZACION,CASADO,FEMENINO,OTRO,-1,COLOMBIA,NORTE DE SANTANDER,OCAÑA,3.709.024,-95.712.891,2023-03-01,1,COLOMBIANORTE DE SANTANDEROCAÑA,COLOMBIA,8.2351887,-73.3538441,03-2023,2023
ESTADOS UNIDOS,USA,FLORIDA,LEESBURG,C. ORLANDO,ADULTO,44,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,OTRO,-1,COLOMBIA,ATLANTICO,BARRANQUILLA,3.709.024,-95.712.891,2023-04-01,1,COLOMBIAATLANTICOBARRANQUILLA,COLOMBIA,11.0101922,-74.8231794,04-2023,2023
ESTADOS UNIDOS,USA,NEW YORK,ROCKAWAY PARK,C. NUEVA YORK,ADULTO,36,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2024-07-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,07-2024,2024
ESTADOS UNIDOS,USA,CALIFORNIA,SAN FRANCISCO,C. SAN FRANCISCO,ADULTO JOVEN,26,CIENCIAS DE LA SALUD,ENFERMERIA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,COLOMBIA,META,PUERTO CONCORDIA,3.709.024,-95.712.891,2022-09-01,1,COLOMBIAMETAPUERTO CONCORDIA,COLOMBIA,2.7730746,-72.6862902,09-2022,2022
AUSTRALIA,AUS,NEW SOUTH WALES,SYDNEY,C. SYDNEY,ADULTO,32,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGIA Y AFINES,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,-25.274.398,133.775.136,2024-04-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,04-2024,2024
ESTADOS UNIDOS,USA,NEW YORK,FLUSHING,C. NUEVA YORK,ADULTO,49,CIENCIAS DE LA EDUCACION,EDUCACION,NO INDICA,VIUDO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2021-04-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,04-2021,2021
CANADA,CAN,QUEBEC,QUEBEC,C. MONTREAL,ADULTO,45,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,OTRO,-1,COLOMBIA,CAUCA,PIENDAMO,56.130.366,-106.346.771,2023-03-01,1,COLOMBIACAUCAPIENDAMO,COLOMBIA,2.6404294,-76.5325746,03-2023,2023
ESTADOS UNIDOS,USA,NEW YORK,QUEENS,C. NUEVA YORK,ADULTO,52,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,OTRO,-1,COLOMBIA,RISARALDA,PEREIRA,3.709.024,-95.712.891,2024-12-01,1,COLOMBIARISARALDAPEREIRA,COLOMBIA,4.7854606,-75.788322,12-2024,2024
ESTADOS UNIDOS,USA,LOUISIANA,SHREVEPORT,C. HOUSTON,ADULTO,46,"INGENIERIA, ARQUITECTURA Y AFINES",ARQUITECTURA,NO INDICA,DIVORCIADO,MASCULINO,NINGUNA,-1,COLOMBIA,ATLANTICO,BARRANQUILLA,3.709.024,-95.712.891,2022-07-01,1,COLOMBIAATLANTICOBARRANQUILLA,COLOMBIA,11.0101922,-74.8231794,07-2022,2022
ESTADOS UNIDOS,USA,NEW JERSEY,NEWARK,C. NEWARK,ADULTO MAYOR,63,NINGUNA,NINGUNA,NO INDICA,CASADO,MASCULINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2022-06-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,06-2022,2022
ESTADOS UNIDOS,USA,NEW YORK,COLLEGE POINT,C. NUEVA YORK,ADULTO,36,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,NINGUNA,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2024-08-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,08-2024,2024
ESTADOS UNIDOS,USA,VIRGINIA,BRISTOW,C. WASHINGTON,ADULTO,46,CIENCIAS DE LA EDUCACION,EDUCACION,POSTGRADO - MAESTRIA,CASADO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-06-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,06-2022,2022
ESTADOS UNIDOS,USA,NEW JERSEY,PASSAIC,C. NEWARK,ADULTO,31,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",CONTADURIA PUBLICA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-05-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,05-2022,2022
ESTADOS UNIDOS,USA,CALIFORNIA,SAN JOSE,C. SAN FRANCISCO,ADULTO,42,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,OTRO,-1,COLOMBIA,META,VILLAVICENCIO,3.709.024,-95.712.891,2023-03-01,1,COLOMBIAMETAVILLAVICENCIO,COLOMBIA,4.1347644,-73.6201517,03-2023,2023
ESTADOS UNIDOS,USA,FLORIDA,WINDERMERE,C. ORLANDO,ADULTO JOVEN,22,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,MAGDALENA,SANTA MARTA,3.709.024,-95.712.891,2021-07-01,1,COLOMBIAMAGDALENASANTA MARTA,COLOMBIA,11.24194,-74.21167,07-2021,2021
ESTADOS UNIDOS,USA,VIRGINIA,CHRISTIANSBURG,C. WASHINGTON,ADULTO,30,"INGENIERIA, ARQUITECTURA Y AFINES","INGENIERIA EN SISTEMAS, TELEMATICAY AFINES",PREGRADO - PROFESIONAL,CASADO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2024-08-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,08-2024,2024
ESTADOS UNIDOS,USA,FLORIDA,KISSIMMEE,C. ORLANDO,ADULTO,45,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,CASADO,FEMENINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2022-07-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,07-2022,2022
ESTADOS UNIDOS,USA,UTAH,SALT LAKE CITY,C. SAN FRANCISCO,ADULTO,30,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,OTRO,-1,COLOMBIA,HUILA,PITALITO,3.709.024,-95.712.891,2023-02-01,1,COLOMBIAHUILAPITALITO,COLOMBIA,1.8171632,-76.1021362,02-2023,2023
ESTADOS UNIDOS,USA,MASSACHUSETTS,REVERE,C. BOSTON,ADULTO,37,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,FEMENINO,NINGUNA,-1,COLOMBIA,ANTIOQUIA,DON MATIAS,3.709.024,-95.712.891,2024-02-01,1,COLOMBIAANTIOQUIADON MATIAS,COLOMBIA,6.4232422,-75.4451091,02-2024,2024
ESTADOS UNIDOS,USA,NEW YORK,GARDEN CITY,C. NUEVA YORK,ADULTO,54,"INGENIERIA, ARQUITECTURA Y AFINES",ARQUITECTURA,NO INDICA,CASADO,FEMENINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-03-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,03-2022,2022
ESTADOS UNIDOS,USA,NEVADA,LAS VEGAS,C. SAN FRANCISCO,ADULTO,31,CIENCIAS DE LA SALUD,ENFERMERIA,NO INDICA,UNION_LIBRE,FEMENINO,NINGUNA,-1,COLOMBIA,ANTIOQUIA,MEDELLIN,3.709.024,-95.712.891,2022-08-01,1,COLOMBIAANTIOQUIAMEDELLIN,COLOMBIA,6.2697325,-75.6025597,08-2022,2022
CANADA,CAN,QUEBEC,MONTREAL,C. MONTREAL,ADULTO,42,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,56.130.366,-106.346.771,2022-09-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,09-2022,2022
ESTADOS UNIDOS,USA,NEW JERSEY,PISCATAWAY,C. NEWARK,ADULTO MAYOR,62,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-07-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,07-2022,2022
AUSTRALIA,AUS,NEW SOUTH WALES,SYDNEY,C. SYDNEY,ADULTO,36,CIENCIAS DE LA EDUCACION,EDUCACION,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,CHIA,-25.274.398,133.775.136,2024-12-01,1,COLOMBIACUNDINAMARCACHIA,COLOMBIA,4.8660334,-74.0306281,12-2024,2024
ESTADOS UNIDOS,USA,CONNECTICUT,STAMFORD,C. NUEVA YORK,ADULTO,49,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,OTRO,-1,COLOMBIA,RISARALDA,PEREIRA,3.709.024,-95.712.891,2024-12-01,1,COLOMBIARISARALDAPEREIRA,COLOMBIA,4.7854606,-75.788322,12-2024,2024
ESTADOS UNIDOS,USA,GEORGIA,PEACHTREE CORNERS,C. ATLANTA,ADULTO,33,COCINA Y CULINARIA,COCINA Y CULINARIA,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,RISARALDA,PEREIRA,3.709.024,-95.712.891,2024-03-01,1,COLOMBIARISARALDAPEREIRA,COLOMBIA,4.7854606,-75.788322,03-2024,2024
ESTADOS UNIDOS,USA,NEW JERSEY,UNION CITY,C. NEWARK,ADULTO,33,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2022-08-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,08-2022,2022
AUSTRALIA,AUS,NEW SOUTH WALES,SYDNEY,C. SYDNEY,ADULTO,36,BELLAS ARTES,DISEÑO,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,-25.274.398,133.775.136,2023-05-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,05-2023,2023
ESTADOS UNIDOS,USA,NEW JERSEY,PARLIN,C. NEWARK,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,RISARALDA,PEREIRA,3.709.024,-95.712.891,2023-04-01,1,COLOMBIARISARALDAPEREIRA,COLOMBIA,4.7854606,-75.788322,04-2023,2023
ESTADOS UNIDOS,USA,GEORGIA,LAWRENCEVILLE,C. ATLANTA,ADULTO,41,BELLAS ARTES,DISEÑO,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2024-04-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,04-2024,2024
ESTADOS UNIDOS,USA,ILLINOIS,WEST CHICAGO,C. CHICAGO,ADULTO,53,CIENCIAS DE LA EDUCACION,EDUCACION,PREGRADO - TECNICO PROFESIONAL,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,SANTANDER,BUCARAMANGA,3.709.024,-95.712.891,2024-01-01,1,COLOMBIASANTANDERBUCARAMANGA,COLOMBIA,7.1669842,-73.1047294,01-2024,2024
ESTADOS UNIDOS,USA,TEXAS,HOUSTON,C. HOUSTON,ADULTO MAYOR,64,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2022-09-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,09-2022,2022
ESTADOS UNIDOS,USA,GEORGIA,SMYRNA,C. ATLANTA,ADULTO,31,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,SANTANDER,BUCARAMANGA,3.709.024,-95.712.891,2022-12-01,1,COLOMBIASANTANDERBUCARAMANGA,COLOMBIA,7.1669842,-73.1047294,12-2022,2022
ESTADOS UNIDOS,USA,NEW JERSEY,WEEHAWKEN,C. NEWARK,ADULTO,35,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2024-12-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,12-2024,2024
CANADA,CAN,QUEBEC,QUEBEC,C. MONTREAL,ADULTO,38,CIENCIAS DE LA SALUD,BACTERIOLOGIA,NO INDICA,CASADO,FEMENINO,NINGUNA,-1,COLOMBIA,ANTIOQUIA,LIBORINA,56.130.366,-106.346.771,2021-05-01,1,COLOMBIAANTIOQUIALIBORINA,COLOMBIA,6.6781311,-75.8112309,05-2021,2021
ESTADOS UNIDOS,USA,TEXAS,HOUSTON,C. HOUSTON,ADULTO,32,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,UBAQUE,3.709.024,-95.712.891,2022-10-01,1,COLOMBIACUNDINAMARCAUBAQUE,COLOMBIA,4.501443,-73.9710295,10-2022,2022
ESTADOS UNIDOS,USA,FLORIDA,SAINT CLOUD,C. ORLANDO,ADULTO,37,BELLAS ARTES,DISEÑO,PREGRADO - TECNICO PROFESIONAL,CASADO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-11-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,11-2022,2022
CANADA,CAN,QUEBEC,BROSSARD,C. MONTREAL,ADULTO,47,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,56.130.366,-106.346.771,2024-11-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,11-2024,2024
ESTADOS UNIDOS,USA,NEW JERSEY,PATERSON,C. NEWARK,ADULTO,33,CIENCIAS DE LA SALUD,ENFERMERIA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,ANSERMANUEVO,3.709.024,-95.712.891,2023-09-01,1,COLOMBIAVALLE DEL CAUCAANSERMANUEVO,COLOMBIA,4.7957054,-75.9937832,09-2023,2023
ESTADOS UNIDOS,USA,NORTH CAROLINA,CAROLINA DEL NORTE,C. ATLANTA,ADULTO,55,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2022-08-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,08-2022,2022
ESTADOS UNIDOS,USA,NEW YORK,BINGHAMTON,C. NUEVA YORK,ADULTO,29,"INGENIERIA, ARQUITECTURA Y AFINES",INGENIERIA INDUSTRIAL Y AFINES,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2024-04-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,04-2024,2024
ESTADOS UNIDOS,USA,NEW YORK,COLLEGE POINT,C. NUEVA YORK,ADULTO,51,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,QUINDIO,ARMENIA QUINDIO,3.709.024,-95.712.891,2021-10-01,1,COLOMBIAQUINDIOARMENIA QUINDIO,COLOMBIA,4.510816,-75.7079177,10-2021,2021
