Pais,Codigo ISO pais,Departamento/Estado,Ciudad_Migrada,Oficina de registro,Grupo edad,Edades,Area Conocimiento,Sub Area Conocimiento,Nivel Academico,Estado civil,Genero,Etnia de la persona,Estatura CM,Pais de Nacimiento,Departamento/Estado.1,Ciudad_Origen,x inicial,y inicial,Fecha de Registro,Cantidad de personas,concat,COMPARATIVO,Coordenada X,Coordenada Y,Mes_Año,Año
ESTADOS UNIDOS,USA,PENNSYLVANIA,UPPER DARBY,C. NEWARK,ADULTO,44,"INGENIERIA, ARQUITECTURA Y AFINES",INGENIERIA INDUSTRIAL Y AFINES,PREGRADO - PROFESIONAL,CASADO,MASCULINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2024-08-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,08-2024,2024
ESTADOS UNIDOS,USA,CALIFORNIA,HUNTINGTON BEACH,C. LOS ANGELES,ADULTO,46,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",CONTADURIA PUBLICA,NO INDICA,CASADO,FEMENINO,OTRO,-1,COLOMBIA,ATLANTICO,BARRANQUILLA,3.709.024,-95.712.891,2022-03-01,1,COLOMBIAATLANTICOBARRANQUILLA,COLOMBIA,11.0101922,-74.8231794,03-2022,2022
ESTADOS UNIDOS,USA,CALIFORNIA,HAWTHORNE,C. LOS ANGELES,ADULTO,53,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2023-06-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,06-2023,2023
ESTADOS UNIDOS,USA,FLORIDA,CORAL SPRINGS,C. MIAMI,ADULTO JOVEN,22,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2023-09-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,09-2023,2023
ESTADOS UNIDOS,USA,GEORGIA,FOREST PARK,C. ATLANTA,ADULTO,30,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,HUILA,NEIVA,3.709.024,-95.712.891,2024-12-01,1,COLOMBIAHUILANEIVA,COLOMBIA,3.0332554,-75.2794303,12-2024,2024
ESTADOS UNIDOS,USA,TEXAS,HOUSTON,C. HOUSTON,ADULTO,59,NINGUNA,NINGUNA,NO INDICA,UNION_LIBRE,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-06-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,06-2022,2022
ESTADOS UNIDOS,USA,MASSACHUSETTS,DORCHESTER,C. BOSTON,ADULTO,38,CIENCIAS DE LA SALUD,ENFERMERIA,PREGRADO - PROFESIONAL,UNION_LIBRE,FEMENINO,OTRO,-1,COLOMBIA,ANTIOQUIA,MEDELLIN,3.709.024,-95.712.891,2023-08-01,1,COLOMBIAANTIOQUIAMEDELLIN,COLOMBIA,6.2697325,-75.6025597,08-2023,2023
ESTADOS UNIDOS,USA,FLORIDA,HUDSON,C. ORLANDO,ADULTO,42,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,-1,COLOMBIA,ANTIOQUIA,MEDELLIN,3.709.024,-95.712.891,2022-11-01,1,COLOMBIAANTIOQUIAMEDELLIN,COLOMBIA,6.2697325,-75.6025597,11-2022,2022
ESTADOS UNIDOS,USA,PENNSYLVANIA,PHILADELPHIA,C. NEWARK,ADULTO JOVEN,26,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGIA Y AFINES,PREGRADO - TECNICO PROFESIONAL,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,PALMIRA,3.709.024,-95.712.891,2024-07-01,1,COLOMBIAVALLE DEL CAUCAPALMIRA,COLOMBIA,3.5308373,-76.2988048,07-2024,2024
ESTADOS UNIDOS,USA,FLORIDA,ORLANDO,C. ORLANDO,ADULTO,34,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2023-10-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,10-2023,2023
ESTADOS UNIDOS,USA,NEW YORK,BAY SHORE,C. NUEVA YORK,ADULTO,51,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",CONTADURIA PUBLICA,NO INDICA,DIVORCIADO,FEMENINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2022-04-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,04-2022,2022
ESTADOS UNIDOS,USA,CALIFORNIA,WHITTIER,C. LOS ANGELES,ADULTO,34,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2023-02-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,02-2023,2023
ESTADOS UNIDOS,USA,ARIZONA,TUCSON,C. LOS ANGELES,ADULTO,36,NINGUNA,NINGUNA,NO INDICA,CASADO,MASCULINO,OTRO,-1,COLOMBIA,SANTANDER,BUCARAMANGA,3.709.024,-95.712.891,2021-10-01,1,COLOMBIASANTANDERBUCARAMANGA,COLOMBIA,7.1669842,-73.1047294,10-2021,2021
ESTADOS UNIDOS,USA,WASHINGTON,SAMMAMISH,C. SAN FRANCISCO,ADULTO JOVEN,27,CIENCIAS DE LA SALUD,SALUD PUBLICA,PREGRADO - TECNICO PROFESIONAL,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,ANTIOQUIA,MEDELLIN,3.709.024,-95.712.891,2023-02-01,1,COLOMBIAANTIOQUIAMEDELLIN,COLOMBIA,6.2697325,-75.6025597,02-2023,2023
ESTADOS UNIDOS,USA,ARKANSAS,ARKANSAS CITY,C. HOUSTON,ADULTO,40,NINGUNA,NINGUNA,PRIMARIA,DESCONOCIDO,MASCULINO,OTRO,-1,COLOMBIA,TOLIMA,ANZOATEGUI,3.709.024,-95.712.891,2023-09-01,1,COLOMBIATOLIMAANZOATEGUI,COLOMBIA,4.6311631,-75.094827,09-2023,2023
ESTADOS UNIDOS,USA,CONNECTICUT,STAMFORD,C. NUEVA YORK,ADULTO,39,NINGUNA,NINGUNA,PRIMARIA,UNION_LIBRE,MASCULINO,OTRO,-1,COLOMBIA,ANTIOQUIA,MEDELLIN,3.709.024,-95.712.891,2023-01-01,1,COLOMBIAANTIOQUIAMEDELLIN,COLOMBIA,6.2697325,-75.6025597,01-2023,2023
ESTADOS UNIDOS,USA,NEW JERSEY,BRICK TOWNSHIP,C. NEWARK,ADULTO MAYOR,60,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,OTRO,-1,COLOMBIA,NORTE DE SANTANDER,HERRAN,3.709.024,-95.712.891,2022-09-01,1,COLOMBIANORTE DE SANTANDERHERRAN,COLOMBIA,7.5068955,-72.4831948,09-2022,2022
AUSTRALIA,AUS,VICTORIA,MELBOURNE,C. CANBERRA,ADULTO,36,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,UNION_LIBRE,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,-25.274.398,133.775.136,2021-06-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,06-2021,2021
ESTADOS UNIDOS,USA,TEXAS,GALVESTON,C. HOUSTON,ADULTO,30,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,CAQUETA,FLORENCIA,3.709.024,-95.712.891,2023-01-01,1,COLOMBIACAQUETAFLORENCIA,COLOMBIA,1.6158666,-75.6143045,01-2023,2023
CANADA,CAN,ONTARIO,OTTAWA,C. OTTAWA,ADULTO,42,CIENCIAS SOCIALES Y HUMANAS,CIENCIA POLITICAY/O RELACIONES INTERNACIONALES,NO INDICA,CASADO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,56.130.366,-106.346.771,2021-09-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,09-2021,2021
ESTADOS UNIDOS,USA,FLORIDA,ORLANDO,C. ORLANDO,ADULTO,42,NINGUNA,NINGUNA,NO INDICA,CASADO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2021-12-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,12-2021,2021
ESTADOS UNIDOS,USA,PUERTO RICO,MAYAGUEZ,C. SAN JUAN PTO RICO,ADULTO,35,"INGENIERIA, ARQUITECTURA Y AFINES",INGENIERIA CIVIL Y AFINES,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,COLOMBIA,NARIÑO,PASTO,3.709.024,-95.712.891,2021-09-01,1,COLOMBIANARIÑOPASTO,COLOMBIA,1.2140275,-77.2785096,09-2021,2021
ESTADOS UNIDOS,USA,MASSACHUSETTS,LOWELL,C. BOSTON,ADULTO,37,NINGUNA,NINGUNA,NO INDICA,CASADO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-07-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,07-2022,2022
ESTADOS UNIDOS,USA,FLORIDA,CORAL GABLES,C. MIAMI,ADULTO MAYOR,64,NINGUNA,NINGUNA,NO INDICA,DIVORCIADO,FEMENINO,PALENQUERO DE SAN BASILIO,-1,COLOMBIA,ARAUCA,TAME,3.709.024,-95.712.891,2021-07-01,1,COLOMBIAARAUCATAME,COLOMBIA,6.4615077,-71.7245069,07-2021,2021
ESTADOS UNIDOS,USA,CALIFORNIA,SOUTH GATE,C. LOS ANGELES,ADULTO JOVEN,22,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,PREGRADO - TECNICO PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2023-04-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,04-2023,2023
ESTADOS UNIDOS,USA,NEW JERSEY,ELIZABETH,C. NEWARK,ADULTO,33,NINGUNA,NINGUNA,NO INDICA,UNION_LIBRE,MASCULINO,OTRO,-1,COLOMBIA,QUINDIO,ARMENIA QUINDIO,3.709.024,-95.712.891,2022-01-01,1,COLOMBIAQUINDIOARMENIA QUINDIO,COLOMBIA,4.510816,-75.7079177,01-2022,2022
ESTADOS UNIDOS,USA,NEW YORK,STATEN ISLAND,C. NUEVA YORK,ADULTO MAYOR,63,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2021-06-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,06-2021,2021
CANADA,CAN,ONTARIO,OTTAWA,C. OTTAWA,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,56.130.366,-106.346.771,2023-11-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,11-2023,2023
ESTADOS UNIDOS,USA,TEXAS,HOUSTON,C. HOUSTON,ADULTO,59,"INGENIERIA, ARQUITECTURA Y AFINES",INGENIERIA CIVIL Y AFINES,NO INDICA,CASADO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2021-05-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,05-2021,2021
ESTADOS UNIDOS,USA,CALIFORNIA,PARAMOUNT,C. LOS ANGELES,ADULTO,35,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2023-09-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,09-2023,2023
ESTADOS UNIDOS,USA,FLORIDA,ORLANDO,C. ORLANDO,ADULTO,58,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,GIRARDOT,3.709.024,-95.712.891,2023-12-01,1,COLOMBIACUNDINAMARCAGIRARDOT,COLOMBIA,4.3046383,-74.8030739,12-2023,2023
ESTADOS UNIDOS,USA,DELAWARE,SEAFORD,C. WASHINGTON,ADULTO JOVEN,28,NINGUNA,NINGUNA,NINGUNO,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,TOLIMA,IBAGUE,3.709.024,-95.712.891,2023-02-01,1,COLOMBIATOLIMAIBAGUE,COLOMBIA,4.4386033,-75.2108857,02-2023,2023
ESTADOS UNIDOS,USA,NEW JERSEY,ROSELLE,C. NEWARK,ADULTO,53,"INGENIERIA, ARQUITECTURA Y AFINES",INGENIERIA MECANICA Y AFINES,NO INDICA,DIVORCIADO,FEMENINO,NINGUNA,-1,COLOMBIA,ANTIOQUIA,MEDELLIN,3.709.024,-95.712.891,2022-04-01,1,COLOMBIAANTIOQUIAMEDELLIN,COLOMBIA,6.2697325,-75.6025597,04-2022,2022
ESTADOS UNIDOS,USA,NEW JERSEY,ELIZABETH,C. NEWARK,ADULTO,37,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,QUINDIO,LA TEBAIDA,3.709.024,-95.712.891,2021-10-01,1,COLOMBIAQUINDIOLA TEBAIDA,COLOMBIA,4.4512175,-75.7887314,10-2021,2021
ESTADOS UNIDOS,USA,LOUISIANA,LOUISIANA,C. HOUSTON,ADULTO,29,CIENCIAS DE LA EDUCACION,EDUCACION,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,-1,COLOMBIA,ANTIOQUIA,BELLO,3.709.024,-95.712.891,2024-04-01,1,COLOMBIAANTIOQUIABELLO,COLOMBIA,6.334997,-75.5582665,04-2024,2024
ESTADOS UNIDOS,USA,MASSACHUSETTS,REVERE,C. BOSTON,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2024-05-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,05-2024,2024
ESTADOS UNIDOS,USA,FLORIDA,TAMPA,C. ORLANDO,ADULTO,59,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,OTRO,-1,COLOMBIA,SANTANDER,BARBOSA,3.709.024,-95.712.891,2023-01-01,1,COLOMBIASANTANDERBARBOSA,COLOMBIA,5.9326035,-73.6124368,01-2023,2023
CANADA,CAN,ALBERTA,CALGARY,C. CALGARY,ADULTO,36,"INGENIERIA, ARQUITECTURA Y AFINES",INGENIERIA DE PETROLEOS,PREGRADO - PROFESIONAL,CASADO,MASCULINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,56.130.366,-106.346.771,2022-10-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,10-2022,2022
ESTADOS UNIDOS,USA,OREGON,CORNELIUS,C. SAN FRANCISCO,ADULTO,54,"INGENIERIA, ARQUITECTURA Y AFINES","INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES",POSTGRADO - DOCTORADO,CASADO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-11-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,11-2022,2022
ESTADOS UNIDOS,USA,NEW YORK,NANUET,C. NUEVA YORK,ADULTO,59,"INGENIERIA, ARQUITECTURA Y AFINES",OTRAS INGENIERIAS,NO INDICA,UNION_LIBRE,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-03-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,03-2022,2022
ESTADOS UNIDOS,USA,SOUTH CAROLINA,GREENVILLE,C. ATLANTA,ADULTO,52,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,OTRO,-1,COLOMBIA,ANTIOQUIA,LA UNION,3.709.024,-95.712.891,2024-03-01,1,COLOMBIAANTIOQUIALA UNION,COLOMBIA,5.9737744,-75.3613093,03-2024,2024
ESTADOS UNIDOS,USA,NEW YORK,QUEENS,C. NUEVA YORK,ADULTO,36,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,MASCULINO,OTRO,-1,COLOMBIA,ANTIOQUIA,SAN CARLOS,3.709.024,-95.712.891,2023-12-01,1,COLOMBIAANTIOQUIASAN CARLOS,COLOMBIA,6.1908026,-74.9437879,12-2023,2023
CANADA,CAN,QUEBEC,LONGUEUIL,C. MONTREAL,ADULTO,51,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,MASCULINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,CHOACHI,56.130.366,-106.346.771,2024-06-01,1,COLOMBIACUNDINAMARCACHOACHI,COLOMBIA,4.5822005,-73.9137287,06-2024,2024
AUSTRALIA,AUS,QUEENSLAND,BRISBANE,C. SYDNEY,ADULTO,34,"INGENIERIA, ARQUITECTURA Y AFINES","INGENIERIA EN SISTEMAS, TELEMATICAY AFINES",PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,NORTE DE SANTANDER,VILLA ROSARIO,-25.274.398,133.775.136,2021-09-01,1,COLOMBIANORTE DE SANTANDERVILLA ROSARIO,COLOMBIA,7.8318933,-72.4717181,09-2021,2021
ESTADOS UNIDOS,USA,GEORGIA,AUBURN,C. ATLANTA,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2023-07-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,07-2023,2023
CANADA,CAN,ALBERTA,CALGARY,C. CALGARY,ADULTO,36,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,SUCRE,SINCELEJO,56.130.366,-106.346.771,2021-11-01,1,COLOMBIASUCRESINCELEJO,COLOMBIA,9.2973386,-75.3926601,11-2021,2021
ESTADOS UNIDOS,USA,RHODE ISLAND,CENTRAL FALLS,C. BOSTON,ADULTO MAYOR,63,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,ANTIOQUIA,ITAGUI,3.709.024,-95.712.891,2023-08-01,1,COLOMBIAANTIOQUIAITAGUI,COLOMBIA,6.1724352,-75.6093254,08-2023,2023
AUSTRALIA,AUS,VICTORIA,MELBOURNE,C. CANBERRA,ADULTO,33,"INGENIERIA, ARQUITECTURA Y AFINES","INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES",PREGRADO - PROFESIONAL,CASADO,MASCULINO,NINGUNA,-1,COLOMBIA,CALDAS,MANIZALES,-25.274.398,133.775.136,2023-09-01,1,COLOMBIACALDASMANIZALES,COLOMBIA,5.0743694,-75.5081167,09-2023,2023
ESTADOS UNIDOS,USA,NEW YORK,JAMAICA,C. NUEVA YORK,ADULTO,35,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,FEMENINO,NINGUNA,-1,COLOMBIA,BOYACA,SOGAMOSO,3.709.024,-95.712.891,2023-07-01,1,COLOMBIABOYACASOGAMOSO,COLOMBIA,5.7148307,-72.9279328,07-2023,2023
ESTADOS UNIDOS,USA,ILLINOIS,CICERO,C. CHICAGO,ADULTO,31,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2024-05-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,05-2024,2024
ESTADOS UNIDOS,USA,NEW HAMPSHIRE,GREENFIELD,C. BOSTON,ADULTO,30,NINGUNA,NINGUNA,NINGUNO,CASADO,MASCULINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2024-02-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,02-2024,2024
ESTADOS UNIDOS,USA,NEW YORK,MANHATTAN,C. NUEVA YORK,ADULTO MAYOR,66,CIENCIAS SOCIALES Y HUMANAS,GEOGRAFIAO HISTORIA,PREGRADO - PROFESIONAL,DIVORCIADO,FEMENINO,OTRO,-1,COLOMBIA,BOLIVAR,CARTAGENA,3.709.024,-95.712.891,2024-11-01,1,COLOMBIABOLIVARCARTAGENA,COLOMBIA,10.4265566,-75.5441671,11-2024,2024
ESTADOS UNIDOS,USA,GEORGIA,SUMMERVILLE,C. ATLANTA,ADULTO,49,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,ANTIOQUIA,MEDELLIN,3.709.024,-95.712.891,2022-01-01,1,COLOMBIAANTIOQUIAMEDELLIN,COLOMBIA,6.2697325,-75.6025597,01-2022,2022
ESTADOS UNIDOS,USA,FLORIDA,KISSIMMEE,C. ORLANDO,ADULTO MAYOR,66,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,NORTE DE SANTANDER,CUCUTA,3.709.024,-95.712.891,2022-09-01,1,COLOMBIANORTE DE SANTANDERCUCUTA,COLOMBIA,8.0776187,-72.4689002,09-2022,2022
ESTADOS UNIDOS,USA,NEW YORK,SLEEPY HOLLOW,C. NUEVA YORK,ADULTO,44,AVIACION,AVIACION,PREGRADO - TECNICO PROFESIONAL,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,RISARALDA,PEREIRA,3.709.024,-95.712.891,2024-11-01,1,COLOMBIARISARALDAPEREIRA,COLOMBIA,4.7854606,-75.788322,11-2024,2024
ESTADOS UNIDOS,USA,NEW YORK,ASTORIA,C. NUEVA YORK,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2024-05-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,05-2024,2024
ESTADOS UNIDOS,USA,FLORIDA,BOYNTON BEACH,C. MIAMI,ADULTO,45,BELLAS ARTES,ARTES PLASTICASVISUALES Y AFINES,NO INDICA,CASADO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2021-12-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,12-2021,2021
CANADA,CAN,QUEBEC,MONTREAL-EST,C. MONTREAL,ADULTO,37,"INGENIERIA, ARQUITECTURA Y AFINES",INGENIERIA INDUSTRIAL Y AFINES,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,56.130.366,-106.346.771,2022-04-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,04-2022,2022
ESTADOS UNIDOS,USA,NEW YORK,WESTBURY,C. NUEVA YORK,ADULTO,54,NINGUNA,NINGUNA,PRIMARIA,CASADO,FEMENINO,OTRO,-1,COLOMBIA,ANTIOQUIA,CAICEDO,3.709.024,-95.712.891,2024-10-01,1,COLOMBIAANTIOQUIACAICEDO,COLOMBIA,6.405955,-75.9825592,10-2024,2024
ESTADOS UNIDOS,USA,FLORIDA,"PORT ST LUCIE , ST LUCIE COUNTY",C. ORLANDO,ADULTO,40,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,POSTGRADO - ESPECIALIZACION,SOLTERO,FEMENINO,NINGUNA,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2022-11-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,11-2022,2022
ESTADOS UNIDOS,USA,GEORGIA,CUMMING,C. ATLANTA,ADULTO,56,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2023-05-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,05-2023,2023
ESTADOS UNIDOS,USA,CALIFORNIA,LOS ANGELES,C. LOS ANGELES,ADULTO,30,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2023-01-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,01-2023,2023
ESTADOS UNIDOS,USA,CALIFORNIA,SANTA BARBARA,C. LOS ANGELES,ADULTO,43,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,PREGRADO - PROFESIONAL,CASADO,MASCULINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-09-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,09-2022,2022
CANADA,CAN,QUEBEC,VICTORIAVILLE,C. MONTREAL,ADULTO,47,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,NINGUNA,-1,COLOMBIA,SANTANDER,BUCARAMANGA,56.130.366,-106.346.771,2021-11-01,1,COLOMBIASANTANDERBUCARAMANGA,COLOMBIA,7.1669842,-73.1047294,11-2021,2021
AUSTRALIA,AUS,WESTERN AUSTRALIA,PERTH,C. CANBERRA,ADULTO,39,"INGENIERIA, ARQUITECTURA Y AFINES",INGENIERIA QUIMICA Y AFINES,PREGRADO - TECNOLOGICO,CASADO,MASCULINO,NINGUNA,-1,COLOMBIA,NORTE DE SANTANDER,CUCUTA,-25.274.398,133.775.136,2024-02-01,1,COLOMBIANORTE DE SANTANDERCUCUTA,COLOMBIA,8.0776187,-72.4689002,02-2024,2024
